State_UT,District,Registration_Date,Year,Month,Vehicle_Category,Fuel_Type,Manufacturer,Monthly_EV_Registrations,Charging_Stations,Population,Quarter,EV_per_100k_Population,EV_to_Charging_Station_Ratio
Rajasthan,Jaipur,2020-10-27,2020,10,Car,Battery Electric (BEV),Kia,1,34,81000000,4,0.0012,0.03
Rajasthan,Kota,2020-11-04,2020,11,2W,Battery Electric (BEV),TVS Motor,4,25,81000000,4,0.0049,0.16
Rajasthan,Udaipur,2020-11-09,2020,11,Commercial,Battery Electric (BEV),Tata Motors,0,14,81000000,4,0.0,0.0
Rajasthan,Jaipur,2020-11-12,2020,11,Car,Battery Electric (BEV),MG Motor,0,21,81000000,4,0.0,0.0
Rajasthan,Jaipur,2020-12-06,2020,12,Car,Battery Electric (BEV),Kia,1,25,81000000,4,0.0012,0.04
Rajasthan,Udaipur,2020-12-13,2020,12,3W,Battery Electric (BEV),Bajaj Auto,1,33,81000000,4,0.0012,0.03
Rajasthan,Udaipur,2020-12-21,2020,12,2W,Plug-in Hybrid (PHEV),Bajaj Auto,6,29,81000000,4,0.0074,0.21
Rajasthan,Kota,2021-01-01,2021,1,2W,Battery Electric (BEV),TVS Motor,10,47,81000000,1,0.0123,0.21
Rajasthan,Kota,2021-01-03,2021,1,3W,Battery Electric (BEV),Mahindra Electric,3,21,81000000,1,0.0037,0.14
Rajasthan,Jodhpur,2021-01-08,2021,1,Car,Battery Electric (BEV),Kia,1,21,81000000,1,0.0012,0.05
Rajasthan,Jodhpur,2021-01-18,2021,1,Commercial,Battery Electric (BEV),Mahindra Electric,0,18,81000000,1,0.0,0.0
Rajasthan,Jaipur,2021-02-12,2021,2,Bus,Battery Electric (BEV),Tata Motors,0,46,81000000,1,0.0,0.0
Rajasthan,Kota,2021-02-12,2021,2,Commercial,Battery Electric (BEV),Mahindra Electric,1,39,81000000,1,0.0012,0.03
Rajasthan,Udaipur,2021-02-14,2021,2,Car,Battery Electric (BEV),Hyundai,3,45,81000000,1,0.0037,0.07
Rajasthan,Udaipur,2021-02-22,2021,2,2W,Battery Electric (BEV),Hero Electric,13,42,81000000,1,0.016,0.31
Rajasthan,Udaipur,2021-02-27,2021,2,3W,Battery Electric (BEV),Bajaj Auto,2,27,81000000,1,0.0025,0.07
Rajasthan,Jodhpur,2021-03-01,2021,3,3W,Battery Electric (BEV),Kinetic Green,3,50,81000000,1,0.0037,0.06
Rajasthan,Jaipur,2021-03-08,2021,3,2W,Battery Electric (BEV),TVS Motor,12,17,81000000,1,0.0148,0.71
Rajasthan,Kota,2021-03-16,2021,3,Commercial,Battery Electric (BEV),Ashok Leyland,1,48,81000000,1,0.0012,0.02
Rajasthan,Jaipur,2021-03-26,2021,3,Car,Battery Electric (BEV),Tata Motors,2,38,81000000,1,0.0025,0.05
Rajasthan,Kota,2021-04-05,2021,4,3W,Battery Electric (BEV),Bajaj Auto,2,38,81000000,2,0.0025,0.05
Rajasthan,Kota,2021-04-19,2021,4,Car,Battery Electric (BEV),Hyundai,2,46,81000000,2,0.0025,0.04
Rajasthan,Udaipur,2021-04-25,2021,4,2W,Battery Electric (BEV),Hero Electric,11,36,81000000,2,0.0136,0.31
Rajasthan,Not Specified,2021-05-02,2021,5,Commercial,Battery Electric (BEV),Ashok Leyland,1,36,81000000,2,0.0012,0.03
Rajasthan,Jodhpur,2021-05-15,2021,5,3W,Battery Electric (BEV),Piaggio,2,33,81000000,2,0.0025,0.06
Rajasthan,Udaipur,2021-05-24,2021,5,2W,Battery Electric (BEV),Bajaj Auto,9,31,81000000,2,0.0111,0.29
Rajasthan,Jaipur,2021-05-26,2021,5,Car,Battery Electric (BEV),MG Motor,2,31,81000000,2,0.0025,0.06
Rajasthan,Jodhpur,2021-06-01,2021,6,Commercial,Battery Electric (BEV),Tata Motors,1,22,81000000,2,0.0012,0.05
Rajasthan,Jodhpur,2021-06-04,2021,6,2W,Battery Electric (BEV),Bajaj Auto,7,39,81000000,2,0.0086,0.18
Rajasthan,Udaipur,2021-06-05,2021,6,Car,Battery Electric (BEV),Hyundai,2,45,81000000,2,0.0025,0.04
Rajasthan,Jaipur,2021-06-11,2021,6,3W,Battery Electric (BEV),YC Electric,2,27,81000000,2,0.0025,0.07
Rajasthan,Jodhpur,2021-07-03,2021,7,3W,Battery Electric (BEV),Piaggio,2,26,81000000,3,0.0025,0.08
Rajasthan,Kota,2021-07-03,2021,7,2W,Battery Electric (BEV),Hero Electric,7,55,81000000,3,0.0086,0.13
Rajasthan,Udaipur,2021-07-05,2021,7,Car,Battery Electric (BEV),BYD,2,50,81000000,3,0.0025,0.04
Rajasthan,Jaipur,2021-07-25,2021,7,Commercial,Battery Electric (BEV),Eicher Motors,1,30,81000000,3,0.0012,0.03
Rajasthan,Jaipur,2021-08-18,2021,8,3W,Battery Electric (BEV),Mahindra Electric,2,41,81000000,3,0.0025,0.05
Rajasthan,Kota,2021-08-22,2021,8,Car,Battery Electric (BEV),Tata Motors,2,34,81000000,3,0.0025,0.06
Rajasthan,Udaipur,2021-08-22,2021,8,Bus,Battery Electric (BEV),Ashok Leyland,0,49,81000000,3,0.0,0.0
Rajasthan,Udaipur,2021-08-23,2021,8,2W,Plug-in Hybrid (PHEV),TVS Motor,8,11,81000000,3,0.0099,0.73
Rajasthan,Kota,2021-09-02,2021,9,2W,Plug-in Hybrid (PHEV),TVS Motor,5,22,81000000,3,0.0062,0.23
Rajasthan,Kota,2021-09-03,2021,9,3W,Battery Electric (BEV),Mahindra Electric,1,49,81000000,3,0.0012,0.02
Rajasthan,Kota,2021-09-23,2021,9,Car,Plug-in Hybrid (PHEV),Tata Motors,2,24,81000000,3,0.0025,0.08
Rajasthan,Jaipur,2021-10-19,2021,10,Car,Plug-in Hybrid (PHEV),Hyundai,1,36,81000000,4,0.0012,0.03
Rajasthan,Jodhpur,2021-10-22,2021,10,3W,Battery Electric (BEV),YC Electric,1,21,81000000,4,0.0012,0.05
Rajasthan,Kota,2021-10-26,2021,10,2W,Plug-in Hybrid (PHEV),Okinawa Autotech,12,29,81000000,4,0.0148,0.41
Rajasthan,Kota,2021-10-27,2021,10,Commercial,Battery Electric (BEV),Mahindra Electric,0,36,81000000,4,0.0,0.0
Rajasthan,Kota,2021-11-07,2021,11,2W,Battery Electric (BEV),Hero Electric,9,41,81000000,4,0.0111,0.22
Rajasthan,Jaipur,2021-11-09,2021,11,Car,Battery Electric (BEV),Tata Motors,2,55,81000000,4,0.0025,0.04
Rajasthan,Jaipur,2021-11-18,2021,11,3W,Battery Electric (BEV),YC Electric,2,39,81000000,4,0.0025,0.05
Rajasthan,Jodhpur,2021-12-01,2021,12,3W,Battery Electric (BEV),Piaggio,2,35,81000000,4,0.0025,0.06
Rajasthan,Udaipur,2021-12-11,2021,12,Car,Battery Electric (BEV),BYD,2,34,81000000,4,0.0025,0.06
Rajasthan,Udaipur,2021-12-22,2021,12,2W,Battery Electric (BEV),Hero Electric,6,26,81000000,4,0.0074,0.23
Rajasthan,Not Specified,2022-01-01,2022,1,Commercial,Battery Electric (BEV),Ashok Leyland,1,42,81000000,1,0.0012,0.02
Rajasthan,Jaipur,2022-01-11,2022,1,3W,Battery Electric (BEV),YC Electric,3,71,81000000,1,0.0037,0.04
Rajasthan,Kota,2022-01-16,2022,1,2W,Battery Electric (BEV),Bajaj Auto,19,40,81000000,1,0.0235,0.48
Rajasthan,Jodhpur,2022-01-24,2022,1,Car,Battery Electric (BEV),BYD,5,34,81000000,1,0.0062,0.15
Rajasthan,Jaipur,2022-02-04,2022,2,2W,Battery Electric (BEV),Okinawa Autotech,30,36,81000000,1,0.037,0.83
Rajasthan,Jodhpur,2022-02-10,2022,2,Car,Battery Electric (BEV),BYD,4,24,81000000,1,0.0049,0.17
Rajasthan,Jodhpur,2022-02-18,2022,2,3W,Plug-in Hybrid (PHEV),Bajaj Auto,4,31,81000000,1,0.0049,0.13
Rajasthan,Udaipur,2022-02-20,2022,2,Commercial,Battery Electric (BEV),Mahindra Electric,2,30,81000000,1,0.0025,0.07
Rajasthan,Jaipur,2022-02-26,2022,2,Bus,Battery Electric (BEV),Ashok Leyland,0,42,81000000,1,0.0,0.0
Rajasthan,Jodhpur,2022-03-02,2022,3,3W,Battery Electric (BEV),YC Electric,5,52,81000000,1,0.0062,0.1
Rajasthan,Jaipur,2022-03-06,2022,3,Car,Battery Electric (BEV),Hyundai,4,27,81000000,1,0.0049,0.15
Rajasthan,Kota,2022-03-07,2022,3,Commercial,Battery Electric (BEV),Eicher Motors,2,59,81000000,1,0.0025,0.03
Rajasthan,Jodhpur,2022-03-16,2022,3,2W,Battery Electric (BEV),Bajaj Auto,31,64,81000000,1,0.0383,0.48
Rajasthan,Jaipur,2022-04-09,2022,4,Bus,Battery Electric (BEV),Olectra Greentech,1,24,81000000,2,0.0012,0.04
Rajasthan,Jaipur,2022-04-12,2022,4,3W,Battery Electric (BEV),Piaggio,5,25,81000000,2,0.0062,0.2
Rajasthan,Udaipur,2022-04-13,2022,4,2W,Plug-in Hybrid (PHEV),TVS Motor,31,20,81000000,2,0.0383,1.55
Rajasthan,Jaipur,2022-04-16,2022,4,Commercial,Battery Electric (BEV),Mahindra Electric,2,32,81000000,2,0.0025,0.06
Rajasthan,Jodhpur,2022-04-25,2022,4,Car,Battery Electric (BEV),Hyundai,8,28,81000000,2,0.0099,0.29
Rajasthan,Udaipur,2022-05-18,2022,5,Bus,Battery Electric (BEV),PMI Electro,0,53,81000000,2,0.0,0.0
Rajasthan,Kota,2022-05-19,2022,5,Car,Battery Electric (BEV),Tata Motors,6,45,81000000,2,0.0074,0.13
Rajasthan,Jaipur,2022-05-21,2022,5,3W,Battery Electric (BEV),Bajaj Auto,4,41,81000000,2,0.0049,0.1
Rajasthan,Jodhpur,2022-05-22,2022,5,2W,Battery Electric (BEV),Ola Electric,21,28,81000000,2,0.0259,0.75
Rajasthan,Kota,2022-05-24,2022,5,Commercial,Battery Electric (BEV),Ashok Leyland,1,35,81000000,2,0.0012,0.03
Rajasthan,Kota,2022-06-06,2022,6,2W,Battery Electric (BEV),Okinawa Autotech,18,21,81000000,2,0.0222,0.86
Rajasthan,Kota,2022-06-11,2022,6,Commercial,Battery Electric (BEV),Eicher Motors,1,45,81000000,2,0.0012,0.02
Rajasthan,Kota,2022-06-12,2022,6,3W,Battery Electric (BEV),Mahindra Electric,6,59,81000000,2,0.0074,0.1
Rajasthan,Jodhpur,2022-06-25,2022,6,Car,Battery Electric (BEV),Kia,3,62,81000000,2,0.0037,0.05
Rajasthan,Jaipur,2022-07-08,2022,7,Car,Battery Electric (BEV),MG Motor,5,49,81000000,3,0.0062,0.1
Rajasthan,Udaipur,2022-07-13,2022,7,Commercial,Battery Electric (BEV),Eicher Motors,1,30,81000000,3,0.0012,0.03
Rajasthan,Kota,2022-07-17,2022,7,2W,Battery Electric (BEV),Bajaj Auto,22,42,81000000,3,0.0272,0.52
Rajasthan,Kota,2022-07-22,2022,7,3W,Battery Electric (BEV),Bajaj Auto,6,45,81000000,3,0.0074,0.13
Rajasthan,Udaipur,2022-08-11,2022,8,2W,Battery Electric (BEV),Ather Energy,20,45,81000000,3,0.0247,0.44
Rajasthan,Udaipur,2022-08-18,2022,8,Bus,Battery Electric (BEV),Tata Motors,1,30,81000000,3,0.0012,0.03
Rajasthan,Jaipur,2022-08-19,2022,8,Car,Battery Electric (BEV),Hyundai,4,42,81000000,3,0.0049,0.1
Rajasthan,Jodhpur,2022-08-23,2022,8,Commercial,Battery Electric (BEV),Mahindra Electric,1,64,81000000,3,0.0012,0.02
Rajasthan,Jodhpur,2022-08-25,2022,8,3W,Battery Electric (BEV),Mahindra Electric,4,45,81000000,3,0.0049,0.09
Rajasthan,Jaipur,2022-09-01,2022,9,2W,Battery Electric (BEV),Bajaj Auto,23,31,81000000,3,0.0284,0.74
Rajasthan,Not Specified,2022-09-09,2022,9,3W,Battery Electric (BEV),YC Electric,4,27,81000000,3,0.0049,0.15
Rajasthan,Jaipur,2022-09-19,2022,9,Commercial,Battery Electric (BEV),Mahindra Electric,1,32,81000000,3,0.0012,0.03
Rajasthan,Jaipur,2022-09-21,2022,9,Car,Battery Electric (BEV),MG Motor,3,26,81000000,3,0.0037,0.12
Rajasthan,Jaipur,2022-09-24,2022,9,Bus,Battery Electric (BEV),PMI Electro,1,26,81000000,3,0.0012,0.04
Rajasthan,Udaipur,2022-10-11,2022,10,Bus,Battery Electric (BEV),Ashok Leyland,0,46,81000000,4,0.0,0.0
Rajasthan,Kota,2022-10-12,2022,10,Car,Plug-in Hybrid (PHEV),BYD,6,62,81000000,4,0.0074,0.1
Rajasthan,Jaipur,2022-10-21,2022,10,2W,Plug-in Hybrid (PHEV),Hero Electric,14,37,81000000,4,0.0173,0.38
Rajasthan,Kota,2022-10-23,2022,10,Commercial,Plug-in Hybrid (PHEV),Tata Motors,2,65,81000000,4,0.0025,0.03
Rajasthan,Kota,2022-10-27,2022,10,3W,Battery Electric (BEV),Piaggio,3,35,81000000,4,0.0037,0.09
Rajasthan,Udaipur,2022-11-01,2022,11,3W,Battery Electric (BEV),Mahindra Electric,5,33,81000000,4,0.0062,0.15
Rajasthan,Not Specified,2022-11-04,2022,11,Bus,Battery Electric (BEV),Ashok Leyland,1,42,81000000,4,0.0012,0.02
Rajasthan,Kota,2022-11-09,2022,11,Car,Plug-in Hybrid (PHEV),Kia,3,57,81000000,4,0.0037,0.05
Rajasthan,Jaipur,2022-11-15,2022,11,Commercial,Battery Electric (BEV),Mahindra Electric,2,61,81000000,4,0.0025,0.03
Rajasthan,Jaipur,2022-11-16,2022,11,2W,Battery Electric (BEV),Okinawa Autotech,17,50,81000000,4,0.021,0.34
Rajasthan,Kota,2022-12-04,2022,12,2W,Battery Electric (BEV),Ather Energy,17,41,81000000,4,0.021,0.41
Rajasthan,Udaipur,2022-12-10,2022,12,3W,Plug-in Hybrid (PHEV),Bajaj Auto,4,47,81000000,4,0.0049,0.09
Rajasthan,Jaipur,2022-12-11,2022,12,Bus,Battery Electric (BEV),Tata Motors,1,49,81000000,4,0.0012,0.02
Rajasthan,Jaipur,2022-12-12,2022,12,Car,Battery Electric (BEV),BYD,6,66,81000000,4,0.0074,0.09
Rajasthan,Kota,2022-12-24,2022,12,Commercial,Battery Electric (BEV),Ashok Leyland,3,58,81000000,4,0.0037,0.05
Rajasthan,Jaipur,2023-01-01,2023,1,Car,Battery Electric (BEV),Hyundai,13,38,81000000,1,0.016,0.34
Rajasthan,Jaipur,2023-01-02,2023,1,2W,Battery Electric (BEV),Bajaj Auto,31,52,81000000,1,0.0383,0.6
Rajasthan,Jodhpur,2023-01-13,2023,1,3W,Battery Electric (BEV),Bajaj Auto,7,38,81000000,1,0.0086,0.18
Rajasthan,Udaipur,2023-01-19,2023,1,Bus,Battery Electric (BEV),Ashok Leyland,1,22,81000000,1,0.0012,0.05
Rajasthan,Jaipur,2023-01-24,2023,1,Commercial,Battery Electric (BEV),Mahindra Electric,3,82,81000000,1,0.0037,0.04
Rajasthan,Jaipur,2023-02-04,2023,2,3W,Battery Electric (BEV),Piaggio,5,56,81000000,1,0.0062,0.09
Rajasthan,Udaipur,2023-02-05,2023,2,Bus,Battery Electric (BEV),Tata Motors,1,76,81000000,1,0.0012,0.01
Rajasthan,Jodhpur,2023-02-05,2023,2,2W,Battery Electric (BEV),TVS Motor,43,63,81000000,1,0.0531,0.68
Rajasthan,Jaipur,2023-02-15,2023,2,Commercial,Battery Electric (BEV),Mahindra Electric,3,65,81000000,1,0.0037,0.05
Rajasthan,Jodhpur,2023-02-26,2023,2,Car,Battery Electric (BEV),Mahindra Electric,11,38,81000000,1,0.0136,0.29
Rajasthan,Jodhpur,2023-03-01,2023,3,Bus,Battery Electric (BEV),PMI Electro,1,62,81000000,1,0.0012,0.02
Rajasthan,Jaipur,2023-03-03,2023,3,3W,Battery Electric (BEV),Mahindra Electric,7,75,81000000,1,0.0086,0.09
Rajasthan,Not Specified,2023-03-08,2023,3,Car,Battery Electric (BEV),Tata Motors,10,32,81000000,1,0.0123,0.31
Rajasthan,Kota,2023-03-09,2023,3,Commercial,Battery Electric (BEV),Ashok Leyland,4,78,81000000,1,0.0049,0.05
Rajasthan,Udaipur,2023-03-13,2023,3,2W,Battery Electric (BEV),TVS Motor,36,66,81000000,1,0.0444,0.55
Rajasthan,Jodhpur,2023-04-06,2023,4,Commercial,Battery Electric (BEV),Eicher Motors,3,33,81000000,2,0.0037,0.09
Rajasthan,Jaipur,2023-04-14,2023,4,3W,Battery Electric (BEV),Kinetic Green,9,50,81000000,2,0.0111,0.18
Rajasthan,Kota,2023-04-19,2023,4,2W,Battery Electric (BEV),Hero Electric,52,54,81000000,2,0.0642,0.96
Rajasthan,Not Specified,2023-04-22,2023,4,Bus,Battery Electric (BEV),Tata Motors,2,54,81000000,2,0.0025,0.04
Rajasthan,Kota,2023-04-25,2023,4,Car,Battery Electric (BEV),Tata Motors,8,52,81000000,2,0.0099,0.15
Rajasthan,Kota,2023-05-04,2023,5,2W,Battery Electric (BEV),Hero Electric,40,69,81000000,2,0.0494,0.58
Rajasthan,Jaipur,2023-05-20,2023,5,Car,Plug-in Hybrid (PHEV),Hyundai,8,74,81000000,2,0.0099,0.11
Rajasthan,Jodhpur,2023-05-23,2023,5,Bus,Battery Electric (BEV),Olectra Greentech,1,52,81000000,2,0.0012,0.02
Rajasthan,Jodhpur,2023-05-25,2023,5,3W,Plug-in Hybrid (PHEV),Kinetic Green,9,63,81000000,2,0.0111,0.14
Rajasthan,Jodhpur,2023-05-26,2023,5,Commercial,Battery Electric (BEV),Mahindra Electric,3,87,81000000,2,0.0037,0.03
Rajasthan,Udaipur,2023-06-03,2023,6,Commercial,Plug-in Hybrid (PHEV),Tata Motors,4,54,81000000,2,0.0049,0.07
Rajasthan,Jaipur,2023-06-18,2023,6,Car,Battery Electric (BEV),Kia,5,53,81000000,2,0.0062,0.09
Rajasthan,Udaipur,2023-06-23,2023,6,2W,Battery Electric (BEV),Ather Energy,23,46,81000000,2,0.0284,0.5
Rajasthan,Jaipur,2023-06-26,2023,6,Bus,Battery Electric (BEV),Ashok Leyland,1,28,81000000,2,0.0012,0.04
Rajasthan,Kota,2023-06-27,2023,6,3W,Battery Electric (BEV),Bajaj Auto,7,52,81000000,2,0.0086,0.13
Rajasthan,Udaipur,2023-07-01,2023,7,3W,Battery Electric (BEV),YC Electric,6,36,81000000,3,0.0074,0.17
Rajasthan,Kota,2023-07-04,2023,7,2W,Battery Electric (BEV),Okinawa Autotech,30,59,81000000,3,0.037,0.51
Rajasthan,Jodhpur,2023-07-07,2023,7,Commercial,Battery Electric (BEV),Eicher Motors,3,55,81000000,3,0.0037,0.05
Rajasthan,Udaipur,2023-07-09,2023,7,Bus,Plug-in Hybrid (PHEV),Tata Motors,2,34,81000000,3,0.0025,0.06
Rajasthan,Jaipur,2023-07-12,2023,7,Car,Battery Electric (BEV),Kia,6,79,81000000,3,0.0074,0.08
Rajasthan,Udaipur,2023-08-15,2023,8,Car,Battery Electric (BEV),Tata Motors,7,33,81000000,3,0.0086,0.21
Rajasthan,Jaipur,2023-08-18,2023,8,2W,Battery Electric (BEV),Hero Electric,26,49,81000000,3,0.0321,0.53
Rajasthan,Jaipur,2023-08-20,2023,8,Commercial,Battery Electric (BEV),Ashok Leyland,3,48,81000000,3,0.0037,0.06
Rajasthan,Not Specified,2023-08-21,2023,8,Bus,Battery Electric (BEV),Ashok Leyland,1,54,81000000,3,0.0012,0.02
Rajasthan,Kota,2023-08-25,2023,8,3W,Battery Electric (BEV),YC Electric,6,65,81000000,3,0.0074,0.09
Rajasthan,Jaipur,2023-09-04,2023,9,2W,Battery Electric (BEV),Hero Electric,38,48,81000000,3,0.0469,0.79
Rajasthan,Jaipur,2023-09-14,2023,9,Commercial,Battery Electric (BEV),Mahindra Electric,2,96,81000000,3,0.0025,0.02
Rajasthan,Jodhpur,2023-09-19,2023,9,Bus,Battery Electric (BEV),Ashok Leyland,1,26,81000000,3,0.0012,0.04
Rajasthan,Udaipur,2023-09-22,2023,9,3W,Battery Electric (BEV),Piaggio,11,72,81000000,3,0.0136,0.15
Rajasthan,Jaipur,2023-09-25,2023,9,Car,Plug-in Hybrid (PHEV),BYD,8,67,81000000,3,0.0099,0.12
Rajasthan,Jodhpur,2023-10-02,2023,10,Bus,Battery Electric (BEV),Olectra Greentech,1,78,81000000,4,0.0012,0.01
Rajasthan,Udaipur,2023-10-17,2023,10,Car,Battery Electric (BEV),Kia,6,79,81000000,4,0.0074,0.08
Rajasthan,Kota,2023-10-23,2023,10,2W,Battery Electric (BEV),Bajaj Auto,24,24,81000000,4,0.0296,1.0
Rajasthan,Udaipur,2023-10-24,2023,10,Commercial,Battery Electric (BEV),Mahindra Electric,2,53,81000000,4,0.0025,0.04
Rajasthan,Udaipur,2023-10-27,2023,10,3W,Battery Electric (BEV),Mahindra Electric,5,34,81000000,4,0.0062,0.15
Rajasthan,Udaipur,2023-11-05,2023,11,2W,Battery Electric (BEV),Ola Electric,26,42,81000000,4,0.0321,0.62
Rajasthan,Jaipur,2023-11-05,2023,11,Commercial,Battery Electric (BEV),Mahindra Electric,2,69,81000000,4,0.0025,0.03
Rajasthan,Udaipur,2023-11-12,2023,11,3W,Battery Electric (BEV),YC Electric,4,61,81000000,4,0.0049,0.07
Rajasthan,Jaipur,2023-11-16,2023,11,Bus,Battery Electric (BEV),PMI Electro,1,36,81000000,4,0.0012,0.03
Rajasthan,Jaipur,2023-11-16,2023,11,Car,Battery Electric (BEV),Mahindra Electric,8,67,81000000,4,0.0099,0.12
Rajasthan,Udaipur,2023-12-04,2023,12,Car,Battery Electric (BEV),BYD,6,76,81000000,4,0.0074,0.08
Rajasthan,Udaipur,2023-12-09,2023,12,3W,Battery Electric (BEV),YC Electric,4,48,81000000,4,0.0049,0.08
Rajasthan,Jodhpur,2023-12-10,2023,12,2W,Battery Electric (BEV),Hero Electric,19,40,81000000,4,0.0235,0.48
Rajasthan,Udaipur,2023-12-19,2023,12,Bus,Battery Electric (BEV),Olectra Greentech,2,74,81000000,4,0.0025,0.03
Rajasthan,Jodhpur,2023-12-23,2023,12,Commercial,Battery Electric (BEV),Eicher Motors,3,54,81000000,4,0.0037,0.06
Rajasthan,Jaipur,2024-01-08,2024,1,Bus,Battery Electric (BEV),PMI Electro,2,58,81000000,1,0.0025,0.03
Rajasthan,Udaipur,2024-01-10,2024,1,2W,Battery Electric (BEV),Bajaj Auto,47,49,81000000,1,0.058,0.96
Rajasthan,Udaipur,2024-01-11,2024,1,3W,Battery Electric (BEV),Bajaj Auto,10,46,81000000,1,0.0123,0.22
Rajasthan,Jaipur,2024-01-12,2024,1,Car,Battery Electric (BEV),Tata Motors,14,32,81000000,1,0.0173,0.44
Rajasthan,Udaipur,2024-01-23,2024,1,Commercial,Battery Electric (BEV),Mahindra Electric,3,57,81000000,1,0.0037,0.05
Rajasthan,Jaipur,2024-02-02,2024,2,Bus,Battery Electric (BEV),Ashok Leyland,1,45,81000000,1,0.0012,0.02
Rajasthan,Kota,2024-02-12,2024,2,Commercial,Plug-in Hybrid (PHEV),Mahindra Electric,6,48,81000000,1,0.0074,0.12
Rajasthan,Udaipur,2024-02-14,2024,2,Car,Battery Electric (BEV),Hyundai,10,32,81000000,1,0.0123,0.31
Rajasthan,Udaipur,2024-02-14,2024,2,2W,Battery Electric (BEV),Ather Energy,41,52,81000000,1,0.0506,0.79
Rajasthan,Jaipur,2024-02-19,2024,2,3W,Battery Electric (BEV),Kinetic Green,12,97,81000000,1,0.0148,0.12
Rajasthan,Udaipur,2024-03-04,2024,3,Commercial,Battery Electric (BEV),Tata Motors,7,62,81000000,1,0.0086,0.11
Rajasthan,Jaipur,2024-03-11,2024,3,Bus,Battery Electric (BEV),Tata Motors,1,76,81000000,1,0.0012,0.01
Rajasthan,Kota,2024-03-12,2024,3,3W,Battery Electric (BEV),Piaggio,8,58,81000000,1,0.0099,0.14
Rajasthan,Jaipur,2024-03-17,2024,3,2W,Battery Electric (BEV),Ather Energy,52,83,81000000,1,0.0642,0.63
Rajasthan,Kota,2024-03-23,2024,3,Car,Battery Electric (BEV),Mahindra Electric,11,34,81000000,1,0.0136,0.32
Rajasthan,Kota,2024-04-02,2024,4,Car,Battery Electric (BEV),BYD,11,73,81000000,2,0.0136,0.15
Rajasthan,Jodhpur,2024-04-02,2024,4,Bus,Battery Electric (BEV),Olectra Greentech,1,58,81000000,2,0.0012,0.02
Rajasthan,Kota,2024-04-18,2024,4,2W,Battery Electric (BEV),Ola Electric,52,28,81000000,2,0.0642,1.86
Rajasthan,Udaipur,2024-04-22,2024,4,Commercial,Battery Electric (BEV),Mahindra Electric,5,48,81000000,2,0.0062,0.1
Rajasthan,Udaipur,2024-04-24,2024,4,3W,Battery Electric (BEV),Mahindra Electric,13,84,81000000,2,0.016,0.15
Rajasthan,Kota,2024-05-02,2024,5,Bus,Battery Electric (BEV),PMI Electro,1,76,81000000,2,0.0012,0.01
Rajasthan,Jodhpur,2024-05-04,2024,5,3W,Battery Electric (BEV),YC Electric,10,36,81000000,2,0.0123,0.28
Rajasthan,Jaipur,2024-05-19,2024,5,Commercial,Plug-in Hybrid (PHEV),Eicher Motors,4,69,81000000,2,0.0049,0.06
Rajasthan,Kota,2024-05-21,2024,5,2W,Plug-in Hybrid (PHEV),Bajaj Auto,32,88,81000000,2,0.0395,0.36
Rajasthan,Jodhpur,2024-05-21,2024,5,Car,Battery Electric (BEV),Tata Motors,12,60,81000000,2,0.0148,0.2
Rajasthan,Udaipur,2024-06-01,2024,6,3W,Battery Electric (BEV),Kinetic Green,12,64,81000000,2,0.0148,0.19
Rajasthan,Udaipur,2024-06-04,2024,6,2W,Battery Electric (BEV),Ather Energy,38,40,81000000,2,0.0469,0.95
Rajasthan,Kota,2024-06-05,2024,6,Commercial,Plug-in Hybrid (PHEV),Eicher Motors,5,32,81000000,2,0.0062,0.16
Rajasthan,Jodhpur,2024-06-09,2024,6,Bus,Plug-in Hybrid (PHEV),Olectra Greentech,2,44,81000000,2,0.0025,0.05
Rajasthan,Jodhpur,2024-06-10,2024,6,Car,Battery Electric (BEV),Tata Motors,10,71,81000000,2,0.0123,0.14
Rajasthan,Jaipur,2024-07-06,2024,7,Car,Battery Electric (BEV),Kia,14,25,81000000,3,0.0173,0.56
Rajasthan,Jaipur,2024-07-10,2024,7,2W,Battery Electric (BEV),Ola Electric,35,39,81000000,3,0.0432,0.9
Rajasthan,Jaipur,2024-07-18,2024,7,3W,Battery Electric (BEV),Kinetic Green,7,81,81000000,3,0.0086,0.09
Rajasthan,Kota,2024-07-19,2024,7,Bus,Battery Electric (BEV),Olectra Greentech,2,54,81000000,3,0.0025,0.04
Rajasthan,Jodhpur,2024-07-20,2024,7,Commercial,Battery Electric (BEV),Eicher Motors,4,43,81000000,3,0.0049,0.09
Rajasthan,Jaipur,2024-08-03,2024,8,Bus,Plug-in Hybrid (PHEV),Olectra Greentech,1,47,81000000,3,0.0012,0.02
Rajasthan,Udaipur,2024-08-05,2024,8,2W,Battery Electric (BEV),Hero Electric,46,41,81000000,3,0.0568,1.12
Rajasthan,Kota,2024-08-08,2024,8,Car,Plug-in Hybrid (PHEV),Tata Motors,9,84,81000000,3,0.0111,0.11
Rajasthan,Jodhpur,2024-08-18,2024,8,Commercial,Battery Electric (BEV),Ashok Leyland,3,84,81000000,3,0.0037,0.04
Rajasthan,Udaipur,2024-08-25,2024,8,3W,Battery Electric (BEV),YC Electric,8,58,81000000,3,0.0099,0.14
Rajasthan,Udaipur,2024-09-07,2024,9,3W,Plug-in Hybrid (PHEV),YC Electric,11,68,81000000,3,0.0136,0.16
